Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
4086-YQSNZ,1,Female,74,No,Yes,Yes,No,0,SNQWXGHMI3943,Yes,1,3,Offer E,Yes,3.29,No,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,224.05,0,0,9.87,233.92,KGTGMQ9297,2,Churned,Yes,1,89,3834,Attitude,Attitude of service provider
8399-YNDCH,1,Male,80,No,Yes,No,No,0,PFYFEIFPO1122,No,0,21,None,Yes,34.62,No,Yes,DSL,14,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0,0,727.02,1963.17,TDRKKK6213,1,Churned,Yes,1,70,4716,Competitor,Competitor had better devices
5565-FILXA,1,Female,76,No,Yes,No,No,0,WEMMSVNHS9188,No,0,16,None,Yes,38.75,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,1529.2,0,0,620,2149.2,HMXNLD1116,2,Churned,Yes,1,96,5913,Other,Don't know
4187-CINZD,1,Female,73,No,Yes,No,No,0,ACLAGTMGN3595,No,0,46,None,Yes,6.13,No,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25,4424.2,0,0,281.98,4706.18,AETCLY3972,2,Churned,Yes,1,90,3180,Competitor,Competitor had better devices
6818-WOBHJ,1,Female,70,No,Yes,Yes,No,0,JFMJSDLXB5927,Yes,1,68,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0,0,1640.84,7768.44,TZXZIZ8987,1,Churned,Yes,1,69,5651,Competitor,Competitor had better devices
9134-CEQMF,1,Male,75,No,Yes,Yes,No,0,ZWZYWFSID2214,Yes,1,7,Offer E,Yes,13.63,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0,0,95.41,772.11,HKJWZU2786,2,Churned,Yes,1,89,3077,Dissatisfaction,Network reliability
8519-IMDHU,1,Male,74,No,Yes,Yes,No,0,DGIECJYQD7826,Yes,1,15,None,Yes,45.25,Yes,Yes,Cable,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0,0,678.75,2024.3,AAIKCR2516,1,Churned,Yes,1,83,4981,Competitor,Competitor had better devices
3372-KWFBM,1,Male,76,No,Yes,No,No,0,VEPKIDDEJ6855,No,0,16,None,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,1281,0,0,306.88,1587.88,RYXOGF2839,3,Churned,Yes,1,81,2508,Dissatisfaction,Network reliability
7206-GZCDC,1,Female,75,No,Yes,No,No,0,VNZSAUPGJ9135,No,0,1,Offer E,Yes,29.68,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0,0,29.68,98.93,FMIWPQ9414,2,Churned,Yes,1,75,4371,Attitude,Attitude of support person
1768-ZAIFU,1,Female,74,No,Yes,No,No,0,RTHOOKZEO3646,No,0,1,None,No,0,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,25.2,0,0,0,25.2,SKQSBO3455,1,Churned,Yes,1,67,5688,Competitor,Competitor made better offer
3793-MMFUH,1,Female,73,No,Yes,No,No,0,QNHAVWQMR3981,No,0,13,None,Yes,19.03,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290,0,0,247.39,1537.39,SAJGBW1682,1,Churned,Yes,1,90,2230,Competitor,Competitor made better offer
6567-HOOPW,1,Female,69,No,Yes,No,No,0,CWZIFDSQW3166,No,0,1,None,Yes,20.06,No,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,79.2,0,0,20.06,99.26,TFPHIH7471,3,Churned,Yes,1,76,4363,Competitor,Competitor made better offer
8621-MNIHH,1,Female,75,No,Yes,Yes,No,0,SYICBEJQX6948,Yes,1,34,None,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0,0,97.92,3315.47,VSNVUZ7793,1,Churned,Yes,1,88,3369,Competitor,Competitor had better devices
5419-CONWX,1,Female,65,No,Yes,No,No,0,HBUXRADKM6952,No,0,4,None,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,442.85,0,0,50.72,493.57,OTTSWI1871,1,Churned,Yes,1,89,2268,Competitor,Competitor had better devices
7024-OHCCK,1,Female,77,No,Yes,No,No,0,XTIJTYLRW6552,No,0,2,None,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,170.85,0,0,38.54,209.39,HOYCBY7233,3,Churned,Yes,1,72,4193,Other,Poor expertise of online support
5357-TZHPP,1,Male,67,No,Yes,No,No,0,VGHGAILCK1134,No,0,9,None,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0,0,277.2,1009.7,VLIETQ8787,2,Churned,Yes,1,83,5745,Attitude,Attitude of support person
0506-LVNGN,1,Female,78,No,Yes,No,No,0,FZPTVVDBI2594,No,0,5,None,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0,0,211.65,561.3,NYFYSH1948,1,Churned,Yes,1,90,4028,Competitor,Competitor had better devices
9809-IMGCQ,1,Male,65,No,Yes,No,No,0,RDJGELGXE5158,No,0,22,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,2082.95,0,100,883.96,3066.91,PDTFUV9227,1,Churned,Yes,1,93,4458,Competitor,Competitor made better offer
3254-YRILK,1,Male,74,No,Yes,No,No,0,UILECZFNS2383,No,0,19,Offer D,Yes,39.97,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1775.8,0,0,759.43,2535.23,GCZOUX5993,1,Churned,Yes,1,69,5683,Competitor,Competitor had better devices
0529-ONKER,1,Male,70,No,Yes,No,No,0,OSZGBNGZO5479,No,0,15,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0,0,695.7,1842.35,GXKGMI7151,3,Churned,Yes,1,96,2099,Attitude,Attitude of support person
5240-IJOQT,1,Male,69,No,Yes,No,No,0,WXTWOKBEY2654,No,0,1,None,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0,0,11.34,86.04,KRUSGG3413,1,Churned,Yes,1,88,3348,Competitor,Competitor had better devices
0661-XEYAN,1,Female,76,No,Yes,No,No,0,ABCNAZBCA8111,No,0,1,None,No,0,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0,20,0,45.8,HJNZTD2758,1,Churned,Yes,1,90,3884,Competitor,Competitor had better devices
2660-EMUBI,1,Male,71,No,Yes,No,No,0,GVNRSJEWN8128,No,0,10,Offer D,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0,0,413.7,1312.05,YBVLKY3684,1,Churned,Yes,1,75,5353,Competitor,Competitor made better offer
7675-OZCZG,1,Female,76,No,Yes,No,No,0,OBIHRHAMT8292,No,0,3,None,Yes,30.14,No,Yes,DSL,6,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45,127.1,0,10,90.42,227.52,ESRQXX7197,3,Churned,Yes,1,77,4145,Competitor,Competitor made better offer
9391-EOYLI,1,Male,77,No,Yes,Yes,No,0,ZSRKEVCGJ9888,Yes,1,12,Offer D,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0,0,83.64,1033.84,CSXVBN1186,2,Churned,Yes,1,69,5374,Competitor,Competitor made better offer
2761-OCIAX,1,Male,74,No,Yes,No,No,0,QXNIUCSRK8544,No,0,2,None,Yes,6.51,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0,0,13.02,178.42,JQJGUD4838,2,Churned,Yes,1,81,2803,Competitor,Competitor made better offer
3068-OMWZA,1,Male,77,No,Yes,No,No,0,SJESKHZTK2822,No,0,1,None,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0,10,49.6,148.4,VYAOHK8314,1,Churned,Yes,1,91,3106,Competitor,Competitor made better offer
4154-AQUGT,1,Male,76,No,Yes,Yes,No,0,UIGEEDNBO5731,Yes,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0,0,19.11,1188.46,SJPFHG3219,1,Churned,Yes,1,82,3861,Competitor,Competitor made better offer
8017-LXHFA,1,Female,77,No,Yes,No,No,0,DJCCODBIB2675,No,0,23,Offer D,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2293.6,0,0,716.91,3010.51,KTKRZW2795,2,Churned,Yes,1,95,2740,Competitor,Competitor made better offer
4248-QPAVC,1,Female,80,No,Yes,Yes,No,0,OBDCKDOQG8354,Yes,1,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0,0,625.94,2089.39,GFBCKF4779,1,Churned,Yes,1,90,3209,Competitor,Competitor made better offer
4690-LLKUA,1,Male,68,No,Yes,No,No,0,ODAQJODIB4142,No,0,17,None,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0,0,695.81,1466.41,PYDPTI9961,1,Churned,Yes,1,93,3797,Competitor,Competitor made better offer
9490-DFPMD,1,Female,79,No,Yes,No,No,0,UTHFSTMND6912,No,0,42,None,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,3541.35,0,0,400.26,3941.61,TSAEFK8288,2,Churned,Yes,1,90,4871,Competitor,Competitor made better offer
8580-AECUZ,1,Male,65,No,Yes,No,No,0,MFZTCXIXZ1614,No,0,1,None,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0,0,42.3,121.4,NGKOYK4579,3,Churned,Yes,1,92,5001,Competitor,Competitor made better offer
5047-LHVLY,1,Male,68,No,Yes,No,No,0,VOKBGBRHB7524,No,0,1,Offer E,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,50.15,0,0,39.78,89.93,DUFOFV5342,2,Churned,Yes,1,91,3438,Competitor,Competitor made better offer
8375-DKEBR,1,Female,72,No,Yes,No,No,0,ICMZMRKVX3864,No,0,1,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0,0,34.51,104.11,IURLHP3623,1,Churned,Yes,1,96,3438,Competitor,Competitor had better devices
7279-BUYWN,1,Female,66,No,Yes,No,No,0,UPFCEWGKI4923,No,0,41,None,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,4689.5,0,0,1145.95,5835.45,RGMPVH1333,1,Churned,Yes,1,89,3380,Attitude,Attitude of support person
7156-MHUGY,1,Male,68,No,Yes,No,No,0,AVKGBJXDW6889,No,0,13,None,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.74,ZJZBTW9385,1,Churned,Yes,1,76,5394,Competitor,Competitor had better devices
9606-PBKBQ,1,Male,69,No,Yes,Yes,No,0,MKQRQZUQN8494,Yes,1,32,None,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,2642.05,49.57,0,191.68,2784.16,RWMXJO8516,1,Churned,Yes,1,94,4584,Attitude,Attitude of support person
3536-IQCTX,1,Male,76,No,Yes,Yes,No,0,JKRYWHWPK1567,Yes,1,32,None,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,0,0,1587.2,4248.3,LBUYSP5847,1,Churned,Yes,1,75,2712,Competitor,Competitor had better devices
3132-TVFDZ,1,Male,70,No,Yes,Yes,No,0,JWGBHOXEU5115,Yes,1,57,None,No,0,No,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0,2560.88,UCETPB6327,2,Churned,Yes,1,82,5172,Attitude,Attitude of support person
8080-DDEMJ,1,Male,71,No,Yes,No,No,0,PPICFXYSN1769,No,0,1,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0,0,15.28,60.38,NDMBBV1566,2,Churned,Yes,1,79,4499,Attitude,Attitude of support person
6702-OHFWR,1,Male,75,No,Yes,No,No,0,DFQTYBOUF6623,No,0,1,Offer E,No,0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0,0,0,43.3,DOQSUX6737,3,Churned,Yes,1,91,4972,Other,Poor expertise of online support
4510-PYUSH,1,Female,67,No,Yes,No,No,0,XXEYMXUII1734,No,0,38,None,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0,0,991.8,3242.45,ASYFCJ5371,1,Churned,Yes,1,75,3110,Attitude,Attitude of support person
8840-DQLGN,1,Female,65,No,Yes,Yes,No,0,RVRCPBCUZ4277,Yes,1,35,None,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0,0,559.3,4212.65,OXNSIK9764,1,Churned,Yes,1,81,4745,Attitude,Attitude of support person
4193-ORFCL,1,Female,80,No,Yes,No,No,0,XSTNGSDHU1393,No,0,1,Offer E,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0,0,15.24,60.34,BAKYHP2433,1,Churned,Yes,1,70,2740,Competitor,Competitor had better devices
7776-QWNFX,1,Male,71,No,Yes,Yes,No,0,DHFEYALJR3349,Yes,1,30,None,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0,0,139.5,1667,KNXIPJ7264,3,Churned,Yes,1,83,4795,Attitude,Attitude of support person
6689-TCZHQ,1,Female,70,No,Yes,No,No,0,QENOMZXUM3478,No,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0,0,61.35,439.75,RVCWLF8185,3,Churned,Yes,1,65,4054,Attitude,Attitude of support person
9497-QCMMS,1,Male,73,No,Yes,No,No,0,UCAROSXAO5961,No,0,1,Offer E,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,93.55,0,0,30.17,123.72,VKAFNC3541,1,Churned,Yes,1,81,5536,Competitor,Competitor made better offer
3424-NMNBO,1,Male,78,No,Yes,Yes,No,0,ZMYDMCGIY6984,Yes,1,58,None,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0,0,2864.04,9151.29,HFTBWN7962,1,Churned,Yes,1,91,4739,Competitor,Competitor made better offer
4514-GFCFI,1,Female,76,No,Yes,No,No,0,GSZAPUGXL9867,No,0,16,None,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0,0,280.16,1630.31,QUEQBB6811,2,Churned,Yes,1,91,5136,Attitude,Attitude of support person
8000-REIQB,1,Female,73,No,Yes,No,No,0,TLNZBXLMR6687,No,0,1,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0,10,22.5,102.45,SWBEPD5617,2,Churned,Yes,1,94,3208,Competitor,Competitor made better offer
4795-KTRTH,1,Female,68,No,Yes,Yes,No,0,WQPXBBUWL1523,Yes,1,5,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81,371.65,40.64,10,236.4,577.41,GBWEJC6191,1,Churned,Yes,1,91,4287,Competitor,Competitor made better offer
9961-JBNMK,1,Male,79,No,Yes,No,No,0,LCYIHCTQK7867,No,0,21,None,Yes,42.27,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,2030.3,10.2,0,887.67,2907.77,UBGWIJ5688,1,Churned,Yes,1,87,4317,Dissatisfaction,Product dissatisfaction
6179-GJPSO,1,Female,67,No,Yes,No,No,0,EGOWGWBTJ8424,No,0,43,None,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,0,0,1368.69,5969.39,RAATCR5739,1,Churned,Yes,1,86,2833,Competitor,Competitor made better offer
8290-YWKHZ,1,Female,69,No,Yes,Yes,No,0,ERGNDWKSU1849,Yes,1,32,None,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931,17.88,0,1079.68,3992.8,ASREIF2648,3,Churned,Yes,1,90,5247,Competitor,Competitor made better offer
8051-HJRLT,1,Female,72,No,Yes,No,No,0,RDKPJTVLC9725,No,0,1,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0,0,18.2,88.75,TTFGJI1314,3,Churned,Yes,1,82,2146,Attitude,Attitude of service provider
4021-RQSNY,1,Male,75,No,Yes,Yes,No,0,PLAIZGORB2592,Yes,1,29,None,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,BKPOCD1461,3,Churned,Yes,1,72,5137,Attitude,Attitude of service provider
9061-TIHDA,1,Male,67,No,Yes,Yes,No,0,RTUYFNNAW1884,Yes,1,13,None,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,OLYISO8633,1,Churned,Yes,1,90,2982,Competitor,Competitor had better devices
8699-ASUFO,1,Male,72,No,Yes,Yes,No,0,LFBKGKMMA6117,Yes,1,7,None,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,VVBOIQ7899,3,Churned,Yes,1,96,4969,Attitude,Attitude of service provider
4695-WJZUE,1,Female,68,No,Yes,No,No,0,COXKDYSOZ2927,No,0,2,None,Yes,21.57,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0,0,43.14,222.39,UPHRFQ9321,1,Churned,Yes,1,80,3685,Competitor,Competitor had better devices
3988-RQIXO,1,Female,68,No,Yes,No,No,0,HTQTBTGQQ7173,No,0,1,None,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0,0,43.61,134.91,UHUHKX7283,3,Churned,Yes,1,71,2371,Attitude,Attitude of service provider
5931-FLJJF,1,Male,75,No,Yes,Yes,No,0,QQVPBQEPF3729,Yes,1,7,None,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35,559.67,MAYHAA9124,2,Churned,Yes,1,83,3669,Attitude,Attitude of service provider
3207-OYBWH,1,Male,74,No,Yes,Yes,No,0,RFVZOKBUI9469,Yes,1,57,None,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,SRWPAH4479,2,Churned,Yes,1,86,6259,Attitude,Attitude of support person
7216-EWTRS,1,Female,78,No,Yes,Yes,No,0,IFTREGCXF5251,Yes,4,1,None,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0,0,17.35,118.15,CSFGXZ7461,1,Churned,Yes,1,65,3128,Attitude,Attitude of service provider
2528-HFYZX,1,Male,66,No,Yes,Yes,No,0,KBJESSNYS1891,Yes,2,17,None,Yes,1.05,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0,0,17.85,1251.25,IRUBCM8937,1,Churned,Yes,1,92,3266,Competitor,Competitor had better devices
4140-MUHUG,1,Female,73,No,Yes,No,No,0,WVTCTSPKX6374,No,0,3,None,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0,0,55.14,276.09,YSQNHW3939,2,Churned,Yes,1,70,3561,Attitude,Attitude of service provider
1587-FKLZB,1,Male,79,No,Yes,Yes,No,0,UHDIMLDUG4863,Yes,1,66,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0,0,1904.76,8726.91,YRVEDJ6662,1,Churned,Yes,1,96,4479,Competitor,Competitor had better devices
5440-FLBQG,1,Male,69,No,Yes,Yes,No,0,QKHRJIEWP9658,Yes,1,69,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0,0,3372.72,10690.92,KSHTYH8518,3,Churned,Yes,1,73,4708,Attitude,Attitude of service provider
2774-LVQUS,1,Female,65,No,Yes,Yes,No,0,JJAMOJQYK5223,Yes,2,15,None,Yes,44.13,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0,110,661.95,2030.25,SULHVX4272,3,Churned,Yes,1,70,2596,Competitor,Competitor made better offer
4612-THJBS,1,Female,68,No,Yes,No,No,0,LWDPHWRCC7486,No,0,56,None,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0,0,1936.48,7447.13,LDZSRC9312,3,Churned,Yes,1,93,5605,Attitude,Attitude of service provider
4094-NSEDU,1,Female,79,No,Yes,No,No,0,WNYIFQFSD3292,No,0,21,None,Yes,21.15,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0,0,444.15,2417.9,BZOTHA9794,2,Churned,Yes,1,73,4819,Competitor,Competitor made better offer
1846-XWOQN,1,Female,80,No,Yes,No,No,0,WDUUUUVVP2555,No,0,1,None,Yes,47.97,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0,0,47.97,118.12,PRGUZN4563,2,Churned,Yes,1,71,2825,Competitor,Competitor made better offer
3757-NJYBX,1,Male,77,No,Yes,Yes,No,0,SQQLHFIFI6973,Yes,3,32,None,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0,0,253.44,3774.19,HKLZCV1478,2,Churned,Yes,1,65,4113,Other,Moved
9898-KZQDZ,1,Female,65,No,Yes,Yes,No,0,WLJWFHSBD4462,Yes,1,40,None,Yes,49.5,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,3640.45,0,0,1980,5620.45,ZETKGB4784,1,Churned,Yes,1,95,5676,Competitor,Competitor had better devices
8263-JQAIK,1,Male,66,No,Yes,No,No,0,ACTHTLWTO5616,No,0,2,None,No,0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0,0,0,47.5,YOWRZN1127,3,Churned,Yes,1,77,5573,Competitor,Competitor offered more data
2205-YMZZJ,1,Male,75,No,Yes,No,No,0,WSKXGBGYK3668,No,0,7,None,Yes,39.51,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0,0,276.57,823.52,JKOZPZ9562,3,Churned,Yes,1,70,2015,Competitor,Competitor made better offer
1254-IZEYF,1,Female,74,No,Yes,No,No,0,ZATPKMUMH7253,No,0,31,None,Yes,39.36,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0,0,1220.16,4406.81,LKROTI4916,3,Churned,Yes,1,96,5362,Competitor,Competitor made better offer
