Age,Age Group,Number of Dependents,Membership,Satisfaction Score,Tech services,Streaming services,Combined Product,Contract,Tenure in Months,Monthly Charge,Total Revenue,Churn Value
65,60,0,Offer C,3,1,1,4,Month-to-Month,26,84.95,2644.51,1
71,70,0,None,1,1,1,4,Month-to-Month,22,90.5,2925.02,1
72,70,0,None,1,2,2,1,Month-to-Month,40,55.8,2189.35,1
69,60,0,Offer E,1,0,0,1,Month-to-Month,1,20.05,39.92,1
70,70,0,None,3,1,1,4,Month-to-Month,10,84.6,1034.05,1
80,80,0,Offer E,3,0,0,1,Month-to-Month,1,20.85,43.71,1
73,70,0,None,1,3,2,4,One Year,58,105.5,7188.02,1
73,70,0,Offer E,2,1,1,4,Month-to-Month,6,85.15,680.06,1
79,70,0,None,1,2,2,4,Month-to-Month,71,105.1,10718.96,1
79,70,0,None,1,1,1,4,Month-to-Month,20,90.8,2046.4,1
73,70,0,Offer C,1,2,2,4,Month-to-Month,27,104.3,3142.88,1
77,70,0,None,2,0,0,4,Month-to-Month,13,70.15,1498.93,1
68,60,0,None,1,2,1,4,One Year,68,96.55,6716.54,1
70,70,0,None,3,0,0,4,Month-to-Month,1,69.65,100.78,1
68,60,0,Offer E,1,0,2,4,Month-to-Month,1,89.3,119.53,1
76,70,0,None,1,3,1,4,Month-to-Month,15,96.3,1863.4,1
68,60,0,Offer E,3,0,1,4,Month-to-Month,9,85.05,886.12,1
80,80,0,Offer E,1,0,0,4,Month-to-Month,1,70.3,109.4,1
79,70,0,None,2,0,2,2,One Year,70,45.25,3264.45,1
78,70,0,Offer D,2,0,0,4,Month-to-Month,20,71.3,1503.4,1
76,70,0,Offer D,2,0,0,4,Month-to-Month,21,69.1,1889.29,1
65,60,0,Offer E,1,1,1,4,Month-to-Month,1,86,114.82,1
80,80,0,None,3,3,2,2,One Year,46,59.9,2966.65,1
65,60,0,Offer D,1,1,0,4,Month-to-Month,14,78.95,1330.89,1
78,70,0,None,1,2,0,4,Month-to-Month,47,85.2,4760.36,1
78,70,0,Offer D,1,2,2,4,Month-to-Month,13,98,1599.51,1
68,60,0,Offer E,3,2,2,4,Month-to-Month,3,105,400.74,1
73,70,0,Offer C,2,2,1,4,Month-to-Month,26,93.85,2622.83,1
75,70,0,None,3,0,1,4,Month-to-Month,8,84,981.8,1
66,60,0,Offer D,3,0,1,4,Month-to-Month,18,78.55,1512.29,1
73,70,0,Offer E,3,0,0,2,Month-to-Month,4,25.2,102.5,1
73,70,0,Offer D,1,1,0,3,Month-to-Month,15,55,1014.95,1
70,70,0,Offer E,1,0,2,4,Month-to-Month,3,94.6,376.48,1
74,70,0,None,1,2,2,4,Month-to-Month,53,103.85,7571.58,1
70,70,0,None,3,2,2,4,Month-to-Month,68,105.3,10507.21,1
71,70,0,Offer C,2,1,1,4,Month-to-Month,25,88.95,3482.7,1
66,60,0,None,1,3,2,4,One Year,66,110.85,10717.17,1
68,60,0,Offer C,1,0,1,2,Month-to-Month,27,36.5,1062,1
73,70,0,None,1,0,2,4,Month-to-Month,29,94.45,2834.9,1
77,70,0,Offer E,2,1,1,4,Month-to-Month,1,90.6,103.62,1
73,70,0,None,1,0,1,4,Month-to-Month,2,86.85,204.73,1
65,60,0,None,1,1,2,4,Month-to-Month,29,99.05,3600.42,1
65,60,0,Offer D,1,1,2,4,Month-to-Month,19,95.9,2400.53,1
78,70,0,None,2,2,1,4,Month-to-Month,47,95.05,5172.89,1
69,60,0,None,1,2,2,4,Month-to-Month,52,104.2,7523.55,1
67,60,0,None,2,0,2,4,Month-to-Month,11,95.15,1037.47,1
74,70,0,None,1,0,2,4,Month-to-Month,43,89.55,5538.91,1
77,70,0,None,1,1,1,4,Month-to-Month,46,85,5661.28,1
79,70,0,None,3,1,2,4,Month-to-Month,6,98.25,844.7,1
68,60,0,None,1,0,0,1,Month-to-Month,1,25.7,25.7,1
76,70,0,None,2,1,0,4,Month-to-Month,1,76.4,117.56,1
80,80,2,None,1,1,1,1,Month-to-Month,22,40.05,880.2,1
72,70,0,None,1,1,0,4,Month-to-Month,1,73,93.55,1
78,70,0,None,2,2,0,4,Month-to-Month,33,83.85,3987.79,1
67,60,0,None,1,0,0,4,Month-to-Month,2,70.65,167.39,1
74,70,0,None,1,2,1,4,Month-to-Month,26,95,3795.58,1
68,60,0,None,3,2,2,4,One Year,60,106,8614.8,1
66,60,0,None,1,0,0,4,Month-to-Month,38,74.95,3469.49,1
71,70,1,None,3,1,0,3,Month-to-Month,1,49.25,57.63,1
65,60,0,None,1,1,2,4,Month-to-Month,7,101.95,943.47,1
65,60,0,Offer E,1,0,2,4,Month-to-Month,2,94,223.68,1
69,60,0,None,1,1,0,4,Month-to-Month,51,77.5,4718.72,1
68,60,0,Offer E,2,0,0,4,Month-to-Month,1,74.4,85.48,1
68,60,0,None,1,1,2,4,Month-to-Month,47,100.05,5292.64,1
76,70,0,None,1,1,2,4,Month-to-Month,40,101.85,4200.3,1
74,70,0,Offer E,1,0,0,1,Month-to-Month,1,25.05,25.05,1
79,70,0,Offer E,2,0,0,4,Month-to-Month,2,74.85,247.22,1
69,60,0,None,1,2,2,4,Month-to-Month,42,104.75,5004.69,1
74,70,0,Offer E,3,0,1,4,Month-to-Month,2,79.75,248.66,1
71,70,0,None,1,1,2,4,Month-to-Month,14,100.2,2027.94,1
69,60,0,None,3,3,2,4,One Year,66,110.9,8085.45,1
74,70,0,None,3,0,0,4,Month-to-Month,1,76.45,90.29,1
79,70,0,None,2,1,1,4,Month-to-Month,12,91.3,1502.62,1
69,60,0,Offer E,3,1,2,4,Month-to-Month,6,95.75,861.15,1
80,80,0,None,3,1,0,4,Month-to-Month,27,81.45,3280.62,1
65,60,0,Offer E,2,1,1,4,Month-to-Month,3,91.05,368.06,1
78,70,0,Offer E,3,1,0,4,Month-to-Month,2,79.2,208.31,1
75,70,0,None,3,0,0,4,Month-to-Month,14,74.3,1587.23,1
73,70,0,Offer B,1,1,2,4,Month-to-Month,57,100.6,8145.85,1
80,80,0,Offer B,1,3,1,3,Two Year,64,70.2,6344.68,1
74,70,0,Offer E,2,0,0,4,Month-to-Month,2,70.75,174.57,1
65,60,0,Offer B,1,2,0,4,Month-to-Month,40,79.2,5028.25,1
71,70,0,None,2,1,1,4,Month-to-Month,1,85,127.5,1
74,70,0,None,1,0,2,4,Month-to-Month,37,92.5,5300.09,1
76,70,0,None,2,0,0,4,Month-to-Month,4,74.95,421.14,1
73,70,0,Offer B,2,1,2,4,Month-to-Month,55,98.8,6108.9,1
71,70,0,None,1,0,1,4,Month-to-Month,32,80.3,2549.61,1
72,70,0,None,2,1,0,4,Month-to-Month,66,80.45,8373.29,1
76,70,0,None,2,1,1,4,Month-to-Month,6,84.2,761.79,1
69,60,0,None,3,1,1,4,Month-to-Month,4,88.85,423.89,1
80,80,0,None,3,0,0,2,Month-to-Month,3,25.3,77.75,1
78,70,0,None,3,1,2,4,Month-to-Month,8,101.35,1132.34,1
71,70,0,None,2,2,2,4,Month-to-Month,3,105.9,458.55,1
73,70,0,Offer B,1,2,2,4,Month-to-Month,43,103,5163.79,1
79,70,0,None,2,0,1,4,Month-to-Month,13,82,1185.05,1
72,70,0,None,1,2,2,4,Month-to-Month,27,101.25,3991.59,1
69,60,0,None,1,1,1,4,Month-to-Month,25,89.5,2657.65,1
79,70,0,None,1,0,0,4,Month-to-Month,22,74.4,1804.58,1
68,60,0,None,2,1,2,4,Month-to-Month,18,99.75,2291.11,1
77,70,0,Offer B,3,3,2,4,One Year,56,111.95,7508.66,1
68,60,0,None,1,1,1,2,Month-to-Month,16,39,679.85,1
79,70,0,Offer B,3,1,1,4,Month-to-Month,50,88.05,6323.35,1
68,60,0,None,1,0,0,4,Month-to-Month,3,75.05,327.71,1
73,70,0,None,2,0,0,4,Month-to-Month,1,74.45,115.72,1
79,70,0,None,1,0,0,4,Month-to-Month,1,75.75,84.1,1
75,70,0,None,2,0,0,4,Month-to-Month,4,74.4,369.04,1
69,60,0,None,4,4,0,4,Two Year,71,96.35,10105.37,0
79,70,0,Offer E,5,1,2,4,One Year,2,95.5,257.85,0
71,70,0,Offer E,3,0,0,3,One Year,1,45.25,57.14,0
65,60,0,Offer B,4,1,1,4,One Year,43,90.25,4379.69,0
65,60,0,None,4,2,1,3,One Year,25,69.5,2517.65,0
72,70,0,Offer B,3,4,1,2,One Year,60,74.85,7390.35,0
77,70,0,None,5,3,2,4,One Year,66,108.45,8514.49,0
71,70,0,Offer B,4,3,2,4,Two Year,64,111.6,8144.12,0
73,70,0,None,4,3,2,4,One Year,56,110.5,8778.78,0
80,80,0,None,4,2,2,3,One Year,30,74.75,3269.6,0
79,70,0,None,5,1,0,4,One Year,1,74.7,102.35,0
65,60,0,Offer A,5,2,1,1,One Year,66,45.55,3027.25,0
73,70,0,Offer A,3,2,2,2,One Year,71,56.45,3985.35,0
71,70,0,Offer A,3,4,2,3,Two Year,72,88.05,7900.21,0
66,60,0,Offer A,3,0,0,1,Two Year,71,23.95,3937.32,0
66,60,0,None,3,0,1,4,One Year,23,86.8,2955.42,0
77,70,0,None,4,3,1,4,One Year,65,94.4,8616.95,0
68,60,0,None,4,2,0,3,One Year,13,54.8,867.93,0
66,60,0,Offer E,3,1,0,4,One Year,4,75.35,419,0
69,60,0,None,3,2,1,1,One Year,29,45,1228.65,0
79,70,0,None,5,1,1,4,One Year,57,89.85,7014.97,0
67,60,0,None,3,3,2,4,One Year,19,105,2178.3,0
68,60,0,None,3,2,2,4,One Year,20,107.05,2723.25,0
79,70,0,None,4,2,1,3,One Year,21,64.95,2241.75,0
77,70,0,Offer E,3,0,2,4,One Year,6,89.35,616.16,0
73,70,0,None,5,1,2,4,One Year,35,100.8,3511.7,0
71,70,1,None,5,1,2,4,One Year,38,101.15,4817.25,0
67,60,0,Offer E,4,0,0,4,One Year,5,69.35,389.4,0
68,60,0,Offer D,4,1,1,4,One Year,11,82.9,1200.7,0
75,70,3,None,5,0,1,2,One Year,28,35.9,1013.65,0
79,70,0,Offer D,4,1,0,4,One Year,17,82.65,1488.07,0
69,60,0,None,5,2,0,3,One Year,32,54.65,2477.54,0
72,70,0,Offer E,4,0,0,4,One Year,1,72.1,79.87,0
69,60,0,None,3,3,1,4,One Year,64,97,6671.54,0
72,70,0,None,5,0,2,4,One Year,7,89.15,688.87,0
70,70,0,Offer D,3,1,0,3,One Year,16,54.1,1044.52,0
78,70,0,Offer A,3,4,2,2,Two Year,72,64.8,4732.35,0
77,70,0,None,3,3,2,3,One Year,27,84.8,3215.94,0
73,70,0,Offer E,3,0,0,2,One Year,2,44.3,137.12,0
76,70,0,None,4,0,2,4,One Year,42,95.05,5820.68,0
78,70,0,None,3,3,2,4,One Year,33,109.9,4524.65,0
74,70,0,Offer C,4,2,2,1,One Year,33,54.6,1803.7,0
71,70,1,Offer C,5,1,2,4,One Year,32,93.95,3880.97,0
72,70,0,None,3,0,0,4,One Year,48,70.65,4149.85,0
75,70,0,None,3,0,0,2,One Year,55,51.65,4462.7,0
79,70,0,None,4,2,2,4,One Year,52,105.1,6892.2,0
76,70,0,None,3,1,2,4,One Year,49,101.55,6287.56,0
78,70,0,Offer D,3,3,1,3,One Year,22,69.75,2644.96,0
75,70,0,Offer A,3,4,2,4,Two Year,72,116.05,10063.54,0
66,60,0,None,4,2,2,4,Two Year,64,102.1,7830.61,0
71,70,0,Offer D,4,0,0,1,One Year,17,20.65,741.15,0
77,70,1,Offer C,5,2,2,3,One Year,35,76.05,3243.85,0
74,70,0,Offer D,5,0,1,4,One Year,20,81.45,2135.2,0
73,70,0,None,4,1,1,3,One Year,61,64.05,5991.24,0
73,70,0,Offer A,3,1,0,4,Two Year,71,80.7,8799.29,0
78,70,0,None,3,3,1,4,One Year,20,94.3,2469.1,0
79,70,0,Offer E,4,0,0,4,One Year,5,70.05,329.7,0
77,70,0,Offer C,5,0,0,3,One Year,29,51.6,2533.85,0
77,70,1,Offer A,4,4,2,4,Two Year,72,115.75,10725.31,0
80,80,0,None,3,3,1,4,Two Year,56,99.9,6676.78,0
80,80,1,Offer A,5,2,2,4,One Year,68,107.15,9613.28,0
80,80,0,None,3,3,1,4,One Year,50,101.9,5990,0
74,70,0,None,3,2,0,3,Two Year,47,59.6,3448.66,0
76,70,0,Offer C,4,3,2,4,One Year,28,110.85,4483.16,0
68,60,0,Offer C,3,2,1,4,One Year,35,94.55,4080.8,0
71,70,0,None,3,3,2,4,One Year,44,109.8,7049.35,0
69,60,0,Offer A,3,2,2,4,One Year,66,102.85,7804.33,0
73,70,3,None,4,0,1,1,One Year,10,34.55,362.6,0
74,70,0,Offer A,3,2,2,4,One Year,66,104.6,8503.11,0
72,70,0,Offer A,5,3,2,4,Two Year,72,111.65,11169.77,0
70,70,0,None,4,2,1,4,One Year,49,89.85,6625.48,0
74,70,0,Offer C,3,0,0,4,One Year,24,70,2634.12,0
80,80,0,None,3,3,2,4,Two Year,65,110.35,10121.1,0
74,70,0,None,3,2,2,4,One Year,40,103.75,5330,0
65,60,0,None,3,0,0,1,One Year,22,20.05,1173.58,0
72,70,1,None,3,1,1,4,One Year,47,84.95,6085.68,0
76,70,0,Offer C,4,2,2,4,One Year,27,104.65,3892.53,0
75,70,0,Offer A,4,1,0,4,One Year,68,80.35,7922.38,0
70,70,0,None,4,0,0,1,One Year,9,21.25,219.49,0
66,60,0,None,4,1,0,4,One Year,42,79.35,3911.52,0
68,60,0,Offer A,3,4,2,2,Two Year,72,89.85,10190.07,0
69,60,0,Offer A,5,3,2,4,Two Year,72,110.8,9023.45,0
75,70,0,Offer A,3,4,2,4,Two Year,72,114.95,9735.76,0
74,70,0,Offer E,4,1,0,4,One Year,3,75.05,331.73,0
72,70,0,Offer A,4,0,0,4,Two Year,70,75.65,6566.63,0
65,60,0,Offer E,5,0,0,1,One Year,5,20.05,244.85,0
70,70,3,None,3,2,1,4,One Year,60,93.25,6955.35,0
65,60,0,Offer C,5,0,0,1,One Year,26,19.3,1271.59,0
66,60,0,Offer E,3,1,1,4,One Year,7,84.35,774.51,0
70,70,0,Offer C,3,3,2,4,One Year,27,110.5,3823.12,0
77,70,0,Offer C,4,1,0,4,One Year,32,81.1,2635.84,0
72,70,0,None,4,1,1,4,One Year,15,89,1267.66,0
67,60,0,None,4,1,0,4,One Year,23,75.4,2128.81,0
77,70,0,None,4,2,0,4,One Year,22,81.7,2306.48,0
73,70,0,None,3,0,1,4,One Year,4,83.25,325.48,0
66,60,1,Offer C,5,1,1,4,One Year,32,91.35,3052.93,0
80,80,0,Offer E,3,1,0,2,One Year,7,29.8,208.62,0
76,70,0,Offer E,3,1,1,3,One Year,8,60.9,714.57,0
80,80,0,None,3,3,1,3,Two Year,56,73.25,6125.84,0
69,60,0,None,3,0,2,4,One Year,53,95.85,6592.17,0
69,60,0,None,5,0,0,1,One Year,23,20.75,1501.65,0
73,70,0,Offer E,4,1,1,4,One Year,5,84.7,422.4,0
67,60,0,None,4,1,1,4,One Year,45,86.1,5687.51,0
69,60,0,None,5,4,2,4,Two Year,60,110,8145.55,0
80,80,0,Offer A,3,3,2,4,Two Year,72,112.4,9143.41,0
68,60,0,None,4,2,0,3,One Year,20,54,1502.1,0
71,70,0,None,5,1,0,4,Two Year,59,79.2,4952.02,0
74,70,0,None,5,1,2,4,One Year,46,98.85,4758.1,0
69,60,0,Offer A,3,4,2,3,Two Year,71,89.85,9088.14,0
70,70,0,None,3,0,1,4,One Year,47,86.05,5937.36,0
73,70,0,Offer A,3,4,2,4,Two Year,72,114.65,8664.43,0
73,70,0,None,5,0,0,1,One Year,14,19.65,869.29,0
65,60,1,None,5,0,0,4,One Year,11,75.2,1090.34,0
65,60,0,None,5,2,1,4,One Year,62,97.95,6643.97,0
67,60,0,None,3,1,2,4,One Year,23,95.1,3289.29,0
72,70,0,Offer A,3,4,1,3,Two Year,71,82.7,8495.83,0
68,60,0,Offer A,3,2,1,1,One Year,70,44.05,3011.65,0
77,70,2,Offer C,3,1,2,4,One Year,32,100.4,4792.37,0
71,70,0,None,3,2,1,4,One Year,43,94.3,4150.52,0
75,70,0,Offer A,5,1,2,4,Two Year,71,104.05,10811.61,0
70,70,0,None,5,1,1,3,One Year,20,60,1438.95,0
77,70,0,None,3,3,1,4,One Year,61,98.3,6200.14,0
76,70,0,None,4,0,2,4,One Year,23,90.45,3224.11,0
67,60,0,None,3,2,1,4,Two Year,55,88.8,6631.85,0
67,60,0,Offer B,3,0,1,1,One Year,45,34.2,1596.6,0
71,70,2,Offer B,4,1,2,4,One Year,56,94.8,5856.22,0
66,60,0,None,4,1,0,4,One Year,4,80.25,368.7,0
75,70,0,Offer B,4,3,0,4,One Year,49,88.2,5433.45,0
78,70,0,Offer A,3,4,1,4,Two Year,71,99.4,8038.71,0
74,70,0,Offer A,3,4,2,4,Two Year,72,114.85,10385.79,0
75,70,0,Offer A,3,3,2,2,Two Year,72,84.45,7103.69,0
71,70,0,None,5,0,1,4,One Year,20,80.7,2044,0
66,60,0,Offer B,3,1,0,4,One Year,61,82.15,6524.4,0
79,70,0,Offer C,4,2,2,4,One Year,29,101.45,3199.71,0
69,60,0,None,3,1,0,2,One Year,18,49.85,1606.09,0
70,70,0,None,3,4,0,4,One Year,71,92,9183.8,0
69,60,0,Offer B,5,1,0,4,One Year,44,73.85,5293.04,0
68,60,0,Offer B,3,3,2,4,One Year,65,109.4,8221.95,0
66,60,0,Offer B,3,1,2,4,One Year,58,97.8,8090.26,0
67,60,0,Offer E,3,0,0,1,Two Year,6,19.5,118.98,0
69,60,0,Offer B,3,1,2,2,Two Year,52,48.8,2555.05,0
73,70,0,None,4,2,2,4,Two Year,69,105.4,8336.86,0
74,70,0,None,4,1,2,4,Two Year,13,96.85,1582.39,0
70,70,0,None,4,2,2,4,Two Year,71,99.2,8775.75,0
73,70,0,None,5,2,1,2,One Year,66,70.85,7643.51,0
79,70,0,Offer B,3,2,1,4,Two Year,64,94.25,7574.52,0
74,70,0,Offer B,4,1,2,4,One Year,45,102.15,6270.75,0
74,70,3,None,5,2,1,4,Two Year,23,88.45,2177.24,0
68,60,0,None,4,3,0,2,Two Year,7,64.2,497.33,0
75,70,0,None,5,1,0,4,Two Year,6,80.8,588.32,0
77,70,0,None,3,0,0,4,Two Year,4,69.35,382.09,0
75,70,0,None,3,3,2,4,Two Year,11,111.4,1251.98,0
78,70,0,None,5,3,0,3,One Year,68,60.65,6733.3,0
73,70,0,None,5,2,1,3,One Year,21,71.7,2233.35,0
75,70,0,Offer B,3,2,2,1,Two Year,65,53.5,3517.9,0
66,60,0,Offer B,3,2,2,4,One Year,50,106.8,5877.95,0
67,60,0,None,4,2,1,2,Two Year,7,64.95,548.39,0
67,60,2,None,3,3,2,4,Two Year,72,104.1,8698.74,0
68,60,0,Offer C,5,1,1,4,Two Year,30,90.05,4059.7,0
79,70,0,Offer C,4,2,2,4,Two Year,38,102.6,4143.89,0
71,70,1,None,4,1,0,4,Two Year,60,80.95,5903.37,0
69,60,0,None,5,2,2,4,Two Year,65,108.8,10215.38,0
70,70,0,None,4,4,1,4,One Year,67,105.4,7214.49,0
72,70,1,None,4,0,0,3,Two Year,7,45.75,603.18,0
71,70,0,Offer C,3,0,0,4,Two Year,27,70.55,2737.14,0
68,60,0,None,4,3,0,4,Two Year,55,90.45,6283.02,0
74,70,0,None,4,1,0,4,Two Year,3,73.85,336.35,0
69,60,0,None,3,2,1,3,Two Year,30,69.1,2670.42,0
76,70,0,None,3,1,1,4,Two Year,2,83.8,229.66,0
79,70,0,None,4,0,2,4,Two Year,17,94.2,2118.98,0
80,80,2,None,5,1,2,4,One Year,61,99,6223.24,0
75,70,0,None,5,3,2,4,Two Year,52,110.75,7023.82,0
70,70,0,None,4,4,0,4,Two Year,72,96.6,8849.98,0
76,70,0,None,5,2,2,3,One Year,44,74.85,3589.82,0
67,60,0,None,3,3,2,4,Two Year,65,109.05,7359.53,0
77,70,0,None,5,0,0,1,Two Year,72,25,3860.9,0
80,80,0,None,4,2,2,4,One Year,60,104.35,7675.22,0
79,70,0,None,5,1,1,3,Two Year,26,66.05,1919.01,0
79,70,0,None,3,2,2,4,One Year,42,105.2,6044.65,0
66,60,0,None,5,1,0,4,Two Year,23,79.35,2020.45,0
65,60,0,None,3,1,2,4,Two Year,72,98.35,10141.32,0
73,70,0,Offer D,3,3,0,3,Two Year,22,63.55,1760.64,0
69,60,0,None,5,1,1,4,Two Year,54,90.05,5935.12,0
78,70,0,None,3,3,0,3,Two Year,47,67.45,5450.19,0
78,70,0,None,3,3,1,2,Two Year,52,50.5,2566.3,0
76,70,0,None,5,1,1,2,One Year,26,60.7,2042.52,0
71,70,0,None,4,1,2,4,One Year,48,99,5026.11,0
72,70,0,None,3,1,2,2,Two Year,4,50.95,207.35,0
70,70,0,None,3,4,2,3,Two Year,72,89.1,8112.08,0
71,70,1,Offer D,5,0,1,4,Two Year,22,85.35,2845.78,0
74,70,0,None,5,1,0,2,Two Year,24,54.8,1609.14,0
75,70,0,None,5,1,1,4,Two Year,31,90.7,4393.16,0
65,60,0,None,3,1,0,4,Two Year,9,75.5,862.04,0
80,80,0,None,4,2,2,4,One Year,71,105.75,7815.95,0
76,70,0,None,5,0,0,4,Two Year,1,74.3,92.14,0
73,70,0,Offer E,4,0,0,4,Two Year,1,70.6,133.21,0
67,60,0,None,4,3,0,2,Two Year,28,64.45,2223.76,0
66,60,0,Offer D,3,0,0,4,Two Year,16,69.65,1409.7,0
65,60,0,None,3,2,2,4,One Year,65,103.15,7874.7,0
76,70,0,None,3,1,2,4,Two Year,56,101.05,5894.64,0
79,70,0,None,3,3,2,3,Two Year,72,84.1,7227.25,0
76,70,0,Offer D,3,0,0,4,Two Year,11,70.2,1103.32,0
77,70,0,None,5,1,2,3,Two Year,30,74.85,3396.75,0
71,70,0,None,3,4,0,4,One Year,59,94.05,6643.16,0
75,70,0,None,3,3,1,4,Two Year,72,102.65,9602.3,0
75,70,0,None,4,3,1,4,Two Year,71,95.5,6794.48,0
71,70,0,None,3,4,2,3,Two Year,56,85.65,6598.53,0
72,70,0,None,5,2,2,4,One Year,34,99.85,4533.15,0
76,70,0,None,4,3,2,4,Two Year,64,108.95,8574.34,0
70,70,0,Offer D,4,0,2,4,Two Year,20,89.95,2617.65,0
73,70,0,Offer A,4,2,2,4,Two Year,70,104.45,10103.15,0
78,70,0,Offer E,4,0,0,4,Two Year,5,71.45,457.25,0
74,70,0,Offer A,3,4,2,3,Two Year,72,89.55,6864.29,0
73,70,0,Offer A,4,1,2,4,Two Year,66,100.8,8542.71,0
69,60,0,Offer A,4,4,1,3,Two Year,72,74.4,5880.19,0
73,70,0,Offer A,3,4,0,4,Two Year,72,93.05,6831.53,0
79,70,0,None,3,3,2,4,One Year,52,104.45,7509.25,0
72,70,0,None,3,0,2,4,Two Year,40,91.55,5439.2,0
75,70,0,None,4,2,2,4,Two Year,44,104.15,5412.17,0
68,60,0,Offer E,3,1,0,3,Two Year,7,48.2,414.06,0
66,60,0,Offer A,5,0,0,1,Two Year,72,25.1,1960.54,0
74,70,0,Offer E,4,1,2,4,Two Year,8,100.15,1227.43,0
78,70,0,Offer E,5,2,1,2,Two Year,8,64.4,786.26,0
73,70,0,Offer E,3,0,0,3,Two Year,1,45.2,94.54,0
79,70,3,None,3,3,2,4,Two Year,48,104.5,5711.25,0
69,60,0,None,4,2,1,4,Two Year,65,95.45,8329.95,0
68,60,0,None,3,1,1,4,Two Year,26,85.7,3269.24,0
70,70,0,None,5,1,2,4,Two Year,35,102.05,5032.1,0
69,60,0,Offer D,4,0,1,4,Two Year,16,85.05,2165.71,0
75,70,0,Offer D,4,3,0,2,Two Year,14,39.7,692.35,0
75,70,0,Offer D,4,2,1,4,Two Year,18,93.9,1778.46,0
67,60,0,Offer A,3,4,2,4,Two Year,71,109.7,8611.41,0
65,60,0,None,4,1,1,4,Two Year,48,91.05,5579.87,0
67,60,0,None,3,1,1,4,One Year,31,90.7,4207.56,0
74,70,0,None,4,2,1,4,One Year,38,95,5554.41,0
72,70,1,None,4,2,0,2,Two Year,11,54.55,731.71,0
77,70,0,None,4,2,0,4,Two Year,27,86.45,2481.24,0
72,70,0,Offer E,3,0,0,4,Two Year,1,70.05,73.02,0
75,70,0,None,4,3,0,4,One Year,59,82.95,5151.54,0
79,70,0,None,3,0,0,1,One Year,50,25.2,2877.8,0
72,70,0,None,3,1,0,4,Two Year,31,73.55,3566.53,0
66,60,0,None,4,0,1,4,Two Year,2,81.5,212.45,0
65,60,0,None,3,0,0,4,Two Year,4,74.45,311.61,0
66,60,0,None,4,2,1,4,One Year,57,90.65,7857.14,0
77,70,0,None,4,2,2,4,Two Year,50,105.05,7208.3,0
68,60,0,None,3,0,0,1,Two Year,61,25,2669.29,0
65,60,0,Offer A,5,0,0,1,Two Year,72,24.3,2403.66,0
73,70,0,None,3,2,1,4,One Year,29,90.1,3585.57,0
69,60,0,None,5,2,2,4,One Year,41,101.1,4615.21,0
67,60,0,Offer A,4,4,2,3,Two Year,70,92.2,7781.35,0
67,60,0,None,3,0,0,4,Two Year,8,69.95,902.94,0
80,80,0,None,5,0,0,1,Two Year,2,19.2,51.26,0
80,80,1,None,4,1,2,4,Two Year,30,101.3,4097.1,0
67,60,0,Offer B,4,3,1,3,Two Year,57,69.85,4643.11,0
72,70,0,None,3,2,1,4,Two Year,25,88.4,2677.15,0
73,70,2,None,3,0,0,3,One Year,28,51,1593.68,0
74,70,0,Offer A,3,4,2,4,Two Year,70,113,11221.6,0
79,70,0,None,4,3,0,3,Two Year,5,59.9,527.8,0
73,70,0,None,4,3,1,4,One Year,33,93.55,4525.32,0
65,60,0,None,5,0,0,1,Two Year,4,20.05,259.37,0
79,70,0,Offer A,3,4,2,4,Two Year,72,116.75,9339.05,0
79,70,0,None,4,2,1,4,Two Year,34,96.35,3674.07,0
65,60,0,Offer B,3,2,2,1,Two Year,41,53.95,2215.4,0
78,70,1,Offer B,4,2,2,3,Two Year,56,72.6,4556.43,0
75,70,0,Offer B,3,0,0,4,Two Year,52,72.95,6023.63,0
70,70,0,Offer B,3,1,1,4,Two Year,60,89.45,6785.4,0
75,70,0,None,4,2,1,2,Two Year,7,44.4,265.8,0
75,70,0,Offer C,5,2,0,2,Two Year,37,36.65,1315,0
76,70,3,Offer B,3,2,2,4,One Year,65,103.9,6869.8,0
72,70,0,Offer A,3,3,0,3,One Year,66,63.85,6582.03,0
69,60,0,Offer B,3,1,2,4,Two Year,60,99,6791.9,0
69,60,0,None,3,4,2,3,Two Year,70,88.55,9172.3,0
76,70,0,None,4,1,2,4,Two Year,67,101.4,9444,0
78,70,1,None,3,4,2,2,Two Year,72,90.15,7427.81,0
68,60,0,None,3,4,2,4,Two Year,67,116.1,10865.37,0
65,60,0,None,3,1,0,4,Two Year,6,74.1,526.92,0
78,70,0,Offer C,5,2,1,4,Two Year,32,93.5,4364.08,0
67,60,0,None,3,2,1,1,Two Year,8,43.35,371.4,0
73,70,2,Offer C,5,2,2,4,Two Year,33,105.35,3885.8,0
72,70,0,Offer B,5,3,2,4,Two Year,55,113.6,7002.75,0
71,70,0,None,4,0,2,1,Two Year,14,46.35,672.7,0
78,70,0,Offer B,4,2,0,3,One Year,57,53.5,4656.88,0
66,60,0,None,4,2,1,4,Two Year,37,90,3948.95,0
78,70,0,None,5,0,0,1,Two Year,24,20.3,901.31,0
76,70,2,None,3,1,0,4,Two Year,38,80.45,4877.59,0
72,70,0,Offer B,4,1,1,4,Two Year,44,89.2,4684.8,0
73,70,0,None,3,0,0,1,Two Year,67,25.1,2656.38,0
75,70,0,None,4,0,0,4,Two Year,25,69.3,2777.85,0
74,70,0,None,3,2,2,4,One Year,67,105.6,7910.12,0
76,70,0,None,5,4,2,2,Two Year,72,64.45,4641.1,0
